Summary

-------character entropy-------
Epidendrum-Arten: entropy = 3.343801551535944, entropy normalised = 0.2089875969709965
47;: entropy = 0.020326407524934764, entropy normalised = 0.006775469174978254
assimilirende: entropy = 3.4205074390952914, entropy normalised = 0.26311595685348393
Wurzeln: entropy = 1.4115177411194306, entropy normalised = 0.2016453915884901
47.: entropy = 0.09478865209119336, entropy normalised = 0.03159621736373112
Zusammenfassung: entropy = 2.9659947680743604, entropy normalised = 0.1977329845382907
50.: entropy = 0.09735285897716198, entropy normalised = 0.03245095299238732
_III.: entropy = 0.15993718452077196, entropy normalised = 0.03198743690415439
Zweite: entropy = 1.4182087176527065, entropy normalised = 0.23636811960878443
Zufälliges: entropy = 1.6917004905313815, entropy normalised = 0.16917004905313815
Eindringen: entropy = 2.57102857737133, entropy normalised = 0.257102857737133
Epiphyenluftwurzeln: entropy = 3.5452723899331486, entropy normalised = 0.18659328368069203
Boden: entropy = 1.1124645996778753, entropy normalised = 0.22249291993557505
51.: entropy = 0.10308973123346239, entropy normalised = 0.034363243744487466
Das: entropy = 0.4701409534779557, entropy normalised = 0.15671365115931857
zur: entropy = 0.4754812541765006, entropy normalised = 0.15849375139216687
constanten: entropy = 2.566071351292987, entropy normalised = 0.2566071351292987
Eigenschaft: entropy = 2.279916685662603, entropy normalised = 0.20726515324205483
geworden: entropy = 1.9430595252874787, entropy normalised = 0.24288244066093484
52;: entropy = 0.0224709756853635, entropy normalised = 0.0074903252284545
Differenzirung: entropy = 3.0840062044414838, entropy normalised = 0.220286157460106
Nähr-: entropy = 0.53424361669568, entropy normalised = 0.106848723339136
Haftwurzeln: entropy = 1.9882323457114843, entropy normalised = 0.1807483950646804
52.: entropy = 0.0969332202516221, entropy normalised = 0.03231107341720737
Carludovica: entropy = 1.8434978563232316, entropy normalised = 0.16759071421120286
54;: entropy = 0.020250485832908862, entropy normalised = 0.006750161944302954
55;: entropy = 0.02013668922334842, entropy normalised = 0.00671222974111614
Clusia: entropy = 1.0764105671342459, entropy normalised = 0.17940176118904097
rosea: entropy = 1.2469263857173367, entropy normalised = 0.24938527714346734
56;: entropy = 0.020775049914026216, entropy normalised = 0.006925016638008739
Ficus: entropy = 0.8507413321817023, entropy normalised = 0.17014826643634046
60.: entropy = 0.09799121966783977, entropy normalised = 0.032663739889279925
_IV.: entropy = 0.14388120997331058, entropy normalised = 0.035970302493327645
Dritte: entropy = 1.408131152161746, entropy normalised = 0.23468852536029097
Andeutung: entropy = 1.9750163138699226, entropy normalised = 0.21944625709665808
schwammartiger: entropy = 2.8698643512009943, entropy normalised = 0.20499031080007102
Wurzelgeflechte: entropy = 3.278140324408353, entropy normalised = 0.2185426882938902
61.: entropy = 0.10372809192414019, entropy normalised = 0.03457603064138006
Complicirte: entropy = 2.1281295266979146, entropy normalised = 0.19346632060890132
mit: entropy = 0.6180541769427146, entropy normalised = 0.20601805898090486
Oncidium: entropy = 1.5363345666617505, entropy normalised = 0.1920418208327188
altissimum: entropy = 2.024097882039145, entropy normalised = 0.2024097882039145
63;: entropy = 0.021635184033740193, entropy normalised = 0.007211728011246731
Cyrtopodium: entropy = 1.6307516909464879, entropy normalised = 0.148250153722408
Anthurium: entropy = 1.753999505837572, entropy normalised = 0.19488883398195245
Hügelii: entropy = 1.3268274077846378, entropy normalised = 0.18954677254066254
Polypodium: entropy = 1.3321142077488621, entropy normalised = 0.1332114207748862
Phyllitidis: entropy = 2.080598032388968, entropy normalised = 0.18914527567172437
Asplenium: entropy = 1.830539824294079, entropy normalised = 0.20339331381045322
serratum: entropy = 1.8606350838649428, entropy normalised = 0.23257938548311785
65.: entropy = 0.09523729448028481, entropy normalised = 0.031745764826761606
Javanische: entropy = 2.091623685871184, entropy normalised = 0.2091623685871184
